#Device,LCX200
#Device Name,RS-LCX200-02169.local
#Format,LOG
#Date,2025-02-24
#Version,02.036 001FCD160E
#Serial No.,102169
#Logging Interval[s],0.0
#Mode,Unlimited
#Start Time,16:09:06
#Stop Time,16:11:49
#Actual Count,0000000200
Timestamp,Ls[H],Rs[Ohm],Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
16:09:06.990,5.65225E-06,8.18413E-03,8.37455E-03,1.22417E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.00000E+01
16:09:07.852,-inf,1.03876E-02,1.04342E-02,-5.41579E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,5.72864E+01
16:09:08.689,3.96081E-07,8.39752E-03,8.39906E-03,1.09631E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,6.45729E+01
16:09:09.520,2.73169E-06,8.13804E-03,8.23097E-03,8.61795E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,7.18593E+01
16:09:10.352,3.46770E-07,9.28392E-03,9.28552E-03,1.06412E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,7.91457E+01
16:09:11.189,3.49514E-07,8.20850E-03,8.21069E-03,1.32465E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,8.64322E+01
16:09:12.026,8.37505E-07,8.19562E-03,8.21044E-03,3.44358E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,9.37186E+01
16:09:12.850,1.41284E-06,8.15579E-03,8.20493E-03,6.27383E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.01005E+02
16:09:13.688,1.12143E-06,7.38185E-03,7.42118E-03,5.90153E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.08291E+02
16:09:14.516,1.62050E-06,7.92166E-03,8.00860E-03,8.44979E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.15578E+02
16:09:15.340,1.92649E-06,7.80028E-03,7.94079E-03,1.07945E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.22864E+02
16:09:16.168,2.17415E-06,8.14589E-03,8.33766E-03,1.23124E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.30151E+02
16:09:16.999,2.40264E-06,8.01202E-03,8.27630E-03,1.45183E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.37437E+02
16:09:17.828,2.00078E-06,8.03813E-03,8.24146E-03,1.27535E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.44724E+02
16:09:18.661,2.22632E-06,8.11790E-03,8.39176E-03,1.46781E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.52010E+02
16:09:19.486,2.10901E-06,8.05424E-03,8.32626E-03,1.46860E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.59296E+02
16:09:20.317,2.02488E-06,7.46776E-03,7.76269E-03,1.58442E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.66583E+02
16:09:21.141,1.99742E-06,7.68080E-03,7.98474E-03,1.58597E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.73869E+02
16:09:21.969,2.19872E-06,7.92677E-03,8.31246E-03,1.75221E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.81156E+02
16:09:22.795,2.19217E-06,7.89325E-03,8.30905E-03,1.82026E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.88442E+02
16:09:23.615,2.06494E-06,7.66663E-03,8.07627E-03,1.83267E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.95729E+02
16:09:24.442,1.94532E-06,7.80447E-03,8.18945E-03,1.76379E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.03015E+02
16:09:25.172,1.77089E-06,7.67044E-03,8.01943E-03,1.69651E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.10302E+02
16:09:26.001,2.34683E-06,7.82824E-03,8.46023E-03,2.22866E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.17588E+02
16:09:26.825,2.29695E-06,7.85091E-03,8.49527E-03,2.24593E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.24874E+02
16:09:27.649,2.09245E-06,7.82431E-03,8.39859E-03,2.13108E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.32161E+02
16:09:28.476,2.15628E-06,7.82270E-03,8.46869E-03,2.25240E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.39447E+02
16:09:29.303,2.13910E-06,7.97707E-03,8.63891E-03,2.25734E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.46734E+02
16:09:30.128,2.17398E-06,8.01634E-03,8.73505E-03,2.34049E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.54020E+02
16:09:30.955,2.21510E-06,7.89585E-03,8.69315E-03,2.47308E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.61307E+02
16:09:31.777,2.14131E-06,7.75618E-03,8.55671E-03,2.49815E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.68593E+02
16:09:32.603,2.26322E-06,7.96951E-03,8.88276E-03,2.62092E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.75879E+02
16:09:33.444,2.22148E-06,7.78182E-03,8.72802E-03,2.69262E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.83166E+02
16:09:34.270,2.47974E-06,7.65131E-03,8.88944E-03,3.06026E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.90452E+02
16:09:35.093,2.29982E-06,8.00153E-03,9.08487E-03,2.82666E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.97739E+02
16:09:35.921,2.26359E-06,8.17310E-03,9.25310E-03,2.79591E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.05025E+02
16:09:36.748,2.29036E-06,7.94067E-03,9.12435E-03,2.95097E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.12312E+02
16:09:37.571,2.13758E-06,7.92594E-03,9.01364E-03,2.84387E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.19598E+02
16:09:38.397,2.31426E-06,7.97833E-03,9.28691E-03,3.07850E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.26884E+02
16:09:39.223,2.37857E-06,7.56342E-03,9.06351E-03,3.34371E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.34171E+02
16:09:40.047,2.47323E-06,7.82164E-03,9.45164E-03,3.41528E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.41457E+02
16:09:40.871,2.32065E-06,7.70649E-03,9.23298E-03,3.34185E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.48744E+02
16:09:41.694,2.28510E-06,8.12838E-03,9.60213E-03,3.21650E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.56030E+02
16:09:42.519,2.42849E-06,7.89078E-03,9.64351E-03,3.50902E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.63317E+02
16:09:43.343,2.36148E-06,7.82552E-03,9.56433E-03,3.50951E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.70603E+02
16:09:44.166,2.62428E-06,7.81955E-03,9.99850E-03,3.85493E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.77889E+02
16:09:44.994,2.37847E-06,7.85457E-03,9.73798E-03,3.62358E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.85176E+02
16:09:45.815,2.22901E-06,7.70972E-03,9.46846E-03,3.54865E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.92462E+02
16:09:46.640,2.38713E-06,8.03653E-03,1.00267E-02,3.67252E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.99749E+02
16:09:47.464,2.24199E-06,8.06177E-03,9.89288E-03,3.54219E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.07035E+02
16:09:48.186,2.39873E-06,8.00120E-03,1.01495E-02,3.79701E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.14322E+02
16:09:49.020,2.33085E-06,8.08580E-03,1.01737E-02,3.73662E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.21608E+02
16:09:49.841,2.34865E-06,7.81810E-03,1.00589E-02,3.89921E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.28894E+02
16:09:50.666,2.30071E-06,7.84879E-03,1.00678E-02,3.87767E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.36181E+02
16:09:51.488,2.29090E-06,8.07497E-03,1.02933E-02,3.83267E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.43467E+02
16:09:52.311,2.27470E-06,7.84025E-03,1.01476E-02,3.94099E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.50754E+02
16:09:53.138,2.39499E-06,8.09147E-03,1.06292E-02,4.04257E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.58040E+02
16:09:53.962,2.38750E-06,8.08615E-03,1.06823E-02,4.08026E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.65327E+02
16:09:54.786,2.41414E-06,8.09010E-03,1.08093E-02,4.15449E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.72613E+02
16:09:55.607,2.45326E-06,8.02045E-03,1.09109E-02,4.26855E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.79899E+02
16:09:56.429,2.45601E-06,8.16675E-03,1.11003E-02,4.26317E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.87186E+02
16:09:57.252,2.39549E-06,7.96493E-03,1.09009E-02,4.30578E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,4.94472E+02
16:09:58.073,2.40361E-06,8.24946E-03,1.12016E-02,4.25697E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.01759E+02
16:09:58.897,2.55480E-06,8.81199E-03,1.20176E-02,4.28397E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.09045E+02
16:09:59.721,2.23168E-06,9.06100E-03,1.15983E-02,3.86260E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.16332E+02
16:10:00.547,2.13209E-06,8.90916E-03,1.13392E-02,3.82149E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.23618E+02
16:10:01.365,2.13234E-06,8.70853E-03,1.12443E-02,3.92414E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.30905E+02
16:10:02.191,2.23791E-06,7.83626E-03,1.08938E-02,4.40009E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.38191E+02
16:10:03.011,2.20514E-06,7.94536E-03,1.09658E-02,4.35678E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.45477E+02
