#Device,LCX200
#Device Name,RS-LCX200-02169.local
#Format,LOG
#Date,2025-02-24
#Version,02.036 001FCD160E
#Serial No.,102169
#Logging Interval[s],0.0
#Mode,Unlimited
#Start Time,17:44:58
#Stop Time,17:47:41
#Actual Count,0000000200
Timestamp,Ls[H],Rs[Ohm],Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
17:44:59.746,4.20759E-06,8.32963E-03,8.43386E-03,9.01724E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,5.00000E+01
17:45:00.650,4.34071E-06,7.86131E-03,8.01506E-03,1.12408E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.72864E+01
17:45:01.484,4.60843E-06,8.24782E-03,8.45710E-03,1.27728E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,6.45729E+01
17:45:02.311,5.25583E-06,8.28263E-03,8.61587E-03,1.59874E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,7.18593E+01
17:45:03.149,6.03654E-06,8.34267E-03,8.86631E-03,1.97900E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,7.91457E+01
17:45:03.991,6.30385E-06,9.01368E-03,9.64190E-03,2.07970E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,8.64322E+01
17:45:04.821,7.41167E-06,1.11283E-02,1.19535E-02,2.14144E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,9.37186E+01
17:45:05.651,2.43536E-06,1.19553E-02,1.20548E-02,7.36623E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.01005E+02
17:45:06.486,2.24378E-06,1.07344E-02,1.08424E-02,8.09460E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.08291E+02
17:45:07.319,9.45556E-07,1.16932E-02,1.17133E-02,3.36072E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.15578E+02
17:45:08.047,-inf,1.02461E-02,1.02629E-02,-3.28249E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.22864E+02
17:45:08.880,-inf,9.44451E-03,9.44458E-03,-2.10844E-01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.30151E+02
17:45:09.705,5.08703E-07,8.45945E-03,8.47085E-03,2.97262E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.37437E+02
17:45:10.535,1.21632E-06,8.83745E-03,8.90640E-03,7.13363E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.44724E+02
17:45:11.371,9.44674E-07,8.12656E-03,8.17649E-03,6.33541E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.52010E+02
17:45:12.197,1.42406E-06,8.33106E-03,8.45211E-03,9.70852E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,1.59296E+02
17:45:13.024,1.47777E-06,7.71525E-03,7.86877E-03,1.13362E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.66583E+02
17:45:13.848,1.50696E-06,7.91110E-03,8.08058E-03,1.17554E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.73869E+02
17:45:14.673,1.72271E-06,8.34818E-03,8.57537E-03,1.32182E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.81156E+02
17:45:15.500,2.04551E-06,8.09862E-03,8.45301E-03,1.66495E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.88442E+02
17:45:16.328,1.92651E-06,8.34756E-03,8.67727E-03,1.58451E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.95729E+02
17:45:17.156,1.84927E-06,8.38452E-03,8.71003E-03,1.57134E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.03015E+02
17:45:17.985,2.13184E-06,8.17897E-03,8.65047E-03,1.90043E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.10302E+02
17:45:18.810,2.10432E-06,8.37605E-03,8.85635E-03,1.89559E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.17588E+02
17:45:19.635,2.11450E-06,8.77760E-03,9.27212E-03,1.87971E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.24874E+02
17:45:20.466,2.13282E-06,8.87401E-03,9.40358E-03,1.93203E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.32161E+02
17:45:21.293,1.99426E-06,8.27694E-03,8.80397E-03,1.99253E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.39447E+02
17:45:22.122,1.85207E-06,8.33734E-03,8.81789E-03,1.90027E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.46734E+02
17:45:22.945,2.00340E-06,8.23037E-03,8.82968E-03,2.12313E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.54020E+02
17:45:23.769,2.01488E-06,8.22452E-03,8.86489E-03,2.19112E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.61307E+02
17:45:24.595,2.04185E-06,8.24396E-03,8.93515E-03,2.26843E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.68593E+02
17:45:25.419,2.12926E-06,8.21685E-03,9.00772E-03,2.41888E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.75879E+02
17:45:26.238,2.04113E-06,8.19787E-03,8.96623E-03,2.38926E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.83166E+02
17:45:27.065,2.12064E-06,7.91404E-03,8.80964E-03,2.60594E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.90452E+02
17:45:27.889,2.20708E-06,8.18898E-03,9.17100E-03,2.67572E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,2.97739E+02
17:45:28.717,2.17196E-06,8.34355E-03,9.32429E-03,2.65148E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,3.05025E+02
