#Device,LCX200
#Device Name,RS-LCX200-02169.local
#Format,LOG
#Date,2025-02-24
#Version,02.036 001FCD160E
#Serial No.,102169
#Logging Interval[s],0.0
#Mode,Unlimited
#Start Time,17:41:22
#Stop Time,17:44:05
#Actual Count,0000000200
Timestamp,Ls[H],Rs[Ohm],Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
17:41:23.818,1.00099E-05,9.49198E-03,9.99933E-03,1.83300E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.00000E+01
17:41:24.750,6.61448E-06,9.05057E-03,9.35848E-03,1.47382E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,5.72864E+01
17:41:25.582,7.94525E-06,8.33599E-03,8.93757E-03,2.11418E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,6.45729E+01
17:41:26.411,8.24322E-06,9.47006E-03,1.01752E-02,2.14555E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,7.18593E+01
17:41:27.247,9.08955E-06,1.04124E-02,1.13512E-02,2.34662E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,7.91457E+01
17:41:28.087,4.76157E-06,1.26161E-02,1.28783E-02,1.15832E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,8.64322E+01
17:41:28.911,1.01740E-06,1.08727E-02,1.08892E-02,3.15385E+00,0.00000E+00,FALSE,FALSE,1.00000E-01,9.37186E+01
17:41:29.742,2.87728E-06,9.53251E-03,9.70582E-03,1.08440E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.01005E+02
17:41:30.580,2.80994E-06,8.23305E-03,8.45213E-03,1.30738E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.08291E+02
17:41:31.408,3.12283E-06,8.05740E-03,8.37046E-03,1.57195E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.15578E+02
17:41:32.232,3.43174E-06,8.68029E-03,9.07556E-03,1.69722E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.22864E+02
17:41:33.066,4.08182E-06,8.05031E-03,8.71489E-03,2.25207E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.30151E+02
17:41:33.890,4.06604E-06,8.36544E-03,9.07244E-03,2.27691E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.37437E+02
17:41:34.724,4.69849E-06,8.30206E-03,9.33692E-03,2.72315E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.44724E+02
17:41:35.567,4.45884E-06,8.87640E-03,9.84514E-03,2.56305E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.52010E+02
17:41:36.390,4.04499E-06,8.64719E-03,9.54804E-03,2.50888E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.59296E+02
17:41:37.219,4.77157E-06,8.41394E-03,9.78453E-03,3.06921E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.66583E+02
17:41:38.042,4.79686E-06,8.79707E-03,1.02396E-02,3.07819E+01,0.00000E+00,FALSE,FALSE,1.00000E-01,1.73869E+02
