time,MODE,POSITION,VELOCITY,TORQUE,Q_CURRENT,D_CURRENT,POWER,VOLTAGE,TEMPERATURE,FAULT
0.003729581832885742,0,5488.36181640625,0.017700301483273506,0.0,-0.18185333907604218,-0.27142056822776794,-0.003274146467447281,16.5,31.0,0
0.031244754791259766,10,5488.36181640625,0.026321981102228165,-0.00043282945989631116,-0.07564175128936768,0.12030105292797089,-0.0014239088632166386,16.5,31.0,0
0.05888772010803223,10,5488.36376953125,0.05437095835804939,0.00678447587415576,1.1856625080108643,0.18371151387691498,0.09273821860551834,16.0,30.0,0
0.0865163803100586,10,5488.3740234375,0.653563916683197,0.019051510840654373,3.329463005065918,0.06383734941482544,0.5163162350654602,16.5,31.0,0
0.11403298377990723,10,5488.40380859375,1.5509415864944458,0.027003483846783638,4.71915864944458,0.09653578698635101,0.9268060922622681,16.0,30.0,0
0.14163947105407715,10,5488.466796875,2.870142936706543,0.024470940232276917,4.276568412780762,0.26503050327301025,0.8965283632278442,16.0,31.0,0
0.16919398307800293,10,5488.56201171875,3.8741841316223145,0.01628403179347515,2.845815420150757,0.4673252999782562,0.6900767683982849,16.0,30.0,0
0.19672584533691406,10,5488.66845703125,4.037999153137207,0.010039516724646091,1.7545169591903687,0.2682148814201355,0.3093504309654236,16.5,30.0,0
0.2242271900177002,10,5488.7763671875,4.052682399749756,0.008032986894249916,1.4038536548614502,-0.11823718994855881,0.27143576741218567,16.0,30.0,0
0.2518486976623535,10,5488.88671875,4.273799896240234,0.014713868498802185,2.5714118480682373,-0.05319725722074509,0.5540336966514587,16.0,30.0,0
0.27938246726989746,10,5489.0078125,4.706955432891846,0.02196996472775936,3.6253247261047363,1.0291792154312134,1.0978299379348755,16.0,30.0,0
0.30695223808288574,10,5489.14892578125,5.382876873016357,0.029461275786161423,5.148684978485107,-0.3354586064815521,1.8527336120605469,16.5,30.0,0
0.3344881534576416,10,5489.31689453125,6.817132472991943,0.02521475777029991,4.406558990478516,-0.24070104956626892,1.6732081174850464,16.5,31.0,0
0.3620777130126953,10,5489.5146484375,7.735815525054932,0.018395503982901573,3.2148184776306152,0.23093774914741516,1.1748077869415283,16.5,31.0,0
0.38963890075683594,10,5489.72412109375,7.601974964141846,0.012156073935329914,2.1244089603424072,0.11504572629928589,0.8080521821975708,16.0,31.0,0
0.4172079563140869,10,5489.93701171875,7.8890533447265625,0.012936096638441086,2.2607264518737793,0.2911151647567749,0.8293808698654175,16.0,31.0,0
0.4447503089904785,10,5490.15576171875,7.803017616271973,0.019310740754008293,3.3747663497924805,-0.09506433457136154,1.3990368843078613,16.5,31.0,0
