#Device,LCX200,,,,,,,,,
#Device Name,RS-LCX200-02169.local,,,,,,,,,
#Format,LOG,,,,,,,,,
#Date,2025-03-11,,,,,,,,,
#Version,02.036 001FCD160E,,,,,,,,,
#Serial No.,102169,,,,,,,,,
#Logging Interval[s],0,,,,,,,,,
#Mode,Unlimited,,,,,,,,,
#Start Time,14:16:57,,,,,,,,,
#Stop Time,14:18:03,,,,,,,,,
#Actual Count,200,,,,,,,,,
Timestamp,Ls[H],Q,Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz],R[Ohm]
14:16:59.577,-inf,0.0309536,0.0148186,-1.77295,0,FALSE,FALSE,2,4,0.0148057
14:17:00.338,-inf,0.0309536,0.0148186,-1.77295,0,FALSE,FALSE,2,14.0302,0.0143857
14:17:00.827,-inf,-inf,0.0143862,-0.0356164,0,FALSE,FALSE,2,24.0603,0.0143039
14:17:01.236,0.00000153019,0.0228355,0.014357,1.30815,0,FALSE,FALSE,2,34.0905,0.0143039
14:17:01.598,0.00000153019,0.0228355,0.014357,1.30815,0,FALSE,FALSE,2,44.1206,0.0143008
14:17:01.934,0.00000185877,0.0359476,0.0143436,2.05876,0,FALSE,FALSE,2,54.1508,0.0142189
14:17:02.266,0.00000254556,0.0603534,0.0143766,3.45381,0,FALSE,FALSE,2,64.1809,0.0142177
14:17:02.595,0.00000258383,0.0729864,0.014314,4.17441,0,FALSE,FALSE,2,74.2111,0.0142093
14:17:02.921,0.00000253834,0.0826801,0.014364,4.72647,0,FALSE,FALSE,2,84.2412,0.0142635
14:17:03.246,0.00000226842,0.0937803,0.0143904,5.35754,0,FALSE,FALSE,2,94.2714,0.0142876
14:17:03.584,0.00000226842,0.0937803,0.0143904,5.35754,0,FALSE,FALSE,2,104.302,0.0142261
14:17:03.917,0.00000250908,0.114667,0.0144339,6.54137,0,FALSE,FALSE,2,114.332,0.0142618
14:17:04.248,0.00000266268,0.133277,0.0144788,7.59147,0,FALSE,FALSE,2,124.362,0.014257
14:17:04.578,0.00000325134,0.176862,0.0145876,10.0297,0,FALSE,FALSE,2,134.392,0.0142983
14:17:04.905,0.00000282824,0.166127,0.0145727,9.43224,0,FALSE,FALSE,2,144.422,0.0142995
14:17:05.241,0.00000306204,0.203858,0.0148764,11.5223,0,FALSE,FALSE,2,154.452,0.0143727
14:17:05.565,0.00000306204,0.203858,0.0148764,11.5223,0,FALSE,FALSE,2,164.482,0.0144809
14:17:05.893,0.00000387418,0.267448,0.0154968,14.9732,0,FALSE,FALSE,2,174.513,0.0148552
14:17:06.218,0.000000945521,0.0748873,0.0146809,4.28273,0,FALSE,FALSE,2,184.543,0.0193783
14:17:06.549,0.000000945521,0.0748873,0.0146809,4.28273,0,FALSE,FALSE,2,194.573,0.0146698
14:17:06.871,0.00000167914,0.14223,0.0145783,8.09488,0,FALSE,FALSE,2,204.603,0.0143133
14:17:07.194,0.00000198387,0.177678,0.0145787,10.0751,0,FALSE,FALSE,2,214.633,0.0143164
14:17:07.516,0.00000210154,0.197456,0.0146302,11.1697,0,FALSE,FALSE,2,224.663,0.0143327
14:17:07.840,0.00000212361,0.208884,0.0146607,11.7985,0,FALSE,FALSE,2,234.693,0.0142716
14:17:08.166,0.00000215976,0.221684,0.0147153,12.4994,0,FALSE,FALSE,2,244.724,0.0143047
14:17:08.488,0.00000257381,0.275449,0.0149029,15.4002,0,FALSE,FALSE,2,254.754,0.0143047
14:17:08.810,0.00000223219,0.257635,0.0148851,14.4472,0,FALSE,FALSE,2,264.784,0.0143239
14:17:09.138,0.00000223219,0.257635,0.0148851,14.4472,0,FALSE,FALSE,2,274.814,0.0143485
14:17:09.464,0.00000226056,0.271153,0.0149151,15.1711,0,FALSE,FALSE,2,284.844,0.0143485
14:17:09.794,0.00000227495,0.281366,0.0150325,15.7148,0,FALSE,FALSE,2,294.874,0.0144139
14:17:10.115,0.00000229093,0.292658,0.0151117,16.3125,0,FALSE,FALSE,2,304.905,0.0144121
14:17:10.440,0.00000229352,0.303345,0.0151365,16.8749,0,FALSE,FALSE,2,314.935,0.0144148
14:17:10.759,0.000002268,0.309282,0.0151889,17.1859,0,FALSE,FALSE,2,324.965,0.0144082
14:17:11.081,0.00000206638,0.290939,0.0151032,16.2218,0,FALSE,FALSE,2,334.995,0.0144739
14:17:11.405,0.00000228537,0.341394,0.0153345,18.8496,0,FALSE,FALSE,2,345.025,0.0144146
14:17:11.729,0.00000228537,0.341394,0.0153345,18.8496,0,FALSE,FALSE,2,355.055,0.0144449
14:17:12.055,0.00000228851,0.351334,0.0154022,19.3581,0,FALSE,FALSE,2,365.085,0.0144913
14:17:12.375,0.00000229885,0.362617,0.015469,19.9315,0,FALSE,FALSE,2,375.116,0.0144672
14:17:12.695,0.00000230675,0.37316,0.015551,20.4636,0,FALSE,FALSE,2,385.146,0.0145105
14:17:13.020,0.00000228704,0.380821,0.0155512,20.8479,0,FALSE,FALSE,2,395.176,0.0144972
14:17:13.342,0.0000022602,0.384849,0.015625,21.0492,0,FALSE,FALSE,2,405.206,0.0145548
14:17:13.668,0.00000230214,0.401567,0.0157287,21.8787,0,FALSE,FALSE,2,415.236,0.014478
14:17:13.991,0.00000227711,0.407654,0.015738,22.1785,0,FALSE,FALSE,2,425.266,0.0145147
14:17:14.315,0.00000228099,0.417801,0.01581,22.6752,0,FALSE,FALSE,2,435.296,0.0145278
14:17:14.639,0.00000233457,0.436463,0.0159621,23.5795,0,FALSE,FALSE,2,445.327,0.0145086
14:17:14.962,0.00000226311,0.433496,0.0159211,23.4365,0,FALSE,FALSE,2,455.357,0.0145407
14:17:15.281,0.0000022861,0.447583,0.0160104,24.1125,0,FALSE,FALSE,2,465.387,0.0145594
14:17:15.603,0.0000022888,0.457691,0.0160816,24.5932,0,FALSE,FALSE,2,475.417,0.0145529
