#Device,LCX200,,,,,,,,,
#Device Name,RS-LCX200-02169.local,,,,,,,,,
#Format,LOG,,,,,,,,,
#Date,2025-03-11,,,,,,,,,
#Version,02.036 001FCD160E,,,,,,,,,
#Serial No.,102169,,,,,,,,,
#Logging Interval[s],0,,,,,,,,,
#Mode,Unlimited,,,,,,,,,
#Start Time,14:59:08,,,,,,,,,
#Stop Time,15:00:15,,,,,,,,,
#Actual Count,200,,,,,,,,,
Timestamp,Ls[H],Q,Z[Ohm],Θd[°],IBias[A],Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz],R[Ohm]
14:59:11.230,-inf,0.0311806,0.0145716,-1.78594,0,FALSE,FALSE,2,4,0.0145645216742466
14:59:11.938,-inf,-inf,0.0130943,-0.0941325,0,FALSE,FALSE,2,14.0302,0.0130942823279833
14:59:12.426,0.00000167204,0.0194896,0.012972,1.11653,0,FALSE,FALSE,2,24.0603,0.0129695370322279
14:59:12.832,0.00000181105,0.029991,0.0129404,1.71784,0,FALSE,FALSE,2,34.0905,0.0129345842553543
14:59:13.199,0.00000181105,0.029991,0.0129404,1.71784,0,FALSE,FALSE,2,44.1206,0.0129345842553543
14:59:13.533,0.00000278927,0.0739187,0.0128737,4.22754,0,FALSE,FALSE,2,54.1508,0.0128386727101993
14:59:13.864,0.00000278927,0.0739187,0.0128737,4.22754,0,FALSE,FALSE,2,64.1809,0.0128386727101993
14:59:14.209,0.00000263384,0.0953386,0.01294,5.44604,0,FALSE,FALSE,2,74.2111,0.0128815891311721
14:59:14.537,0.00000213338,0.0878284,0.0129064,5.01932,0,FALSE,FALSE,2,84.2412,0.0128569072180828
14:59:14.874,0.00000248213,0.113919,0.0129894,6.49906,0,FALSE,FALSE,2,94.2714,0.0129059263845968
14:59:15.208,0.00000248213,0.113919,0.0129894,6.49906,0,FALSE,FALSE,2,104.302,0.0129059263845968
14:59:15.537,0.00000278488,0.154823,0.0130756,8.80083,0,FALSE,FALSE,2,114.332,0.0129216500450932
14:59:15.873,0.00000343742,0.208608,0.0131528,11.7834,0,FALSE,FALSE,2,124.362,0.0128756257216865
14:59:16.204,0.00000299432,0.196229,0.0131308,11.102,0,FALSE,FALSE,2,134.392,0.0128850694617889
14:59:16.533,0.00000307039,0.214689,0.0132734,12.1168,0,FALSE,FALSE,2,144.422,0.0129776916289556
14:59:16.863,0.00000312697,0.231915,0.0134321,13.0569,0,FALSE,FALSE,2,154.452,0.0130848290007452
14:59:17.190,0.00000382435,0.298028,0.0138382,16.5955,0,FALSE,FALSE,2,164.482,0.013261769909374
14:59:17.516,0.00000465571,0.287047,0.0185025,16.016,0,FALSE,FALSE,2,174.513,0.017784319652499
14:59:17.840,0.000000638715,0.0556873,0.0133199,3.18736,0,FALSE,FALSE,2,184.543,0.0132992948425844
14:59:18.164,0.00000173482,0.164002,0.0131048,9.31369,0,FALSE,FALSE,2,194.573,0.0129320404088557
14:59:18.490,0.00000206282,0.205514,0.0131734,11.6134,0,FALSE,FALSE,2,204.603,0.0129037167357109
14:59:18.813,0.00000216168,0.226738,0.0131835,12.7751,0,FALSE,FALSE,2,214.633,0.0128571496334065
14:59:19.137,0.00000221914,0.242876,0.0132727,13.6514,0,FALSE,FALSE,2,224.663,0.0128977417612072
14:59:19.459,0.00000221914,0.242876,0.0132727,13.6514,0,FALSE,FALSE,2,234.693,0.0128977417612072
