#Device,LCX200
#Device Name,RS-LCX200-02169.local
#Format,LOG
#Date,2025-02-28
#Version,02.036 001FCD160E
#Serial No.,102169
#Logging Interval[s],0.0
#Mode,Unlimited
#Start Time,11:24:29
#Stop Time,11:25:35
#Actual Count,0000000200
Timestamp,R[Ohm],X[Ohm],Z[Ohm],Θd[°],Bias,Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
11:24:31.783,1.26536E-02,2.50452E-04,1.26560E-02,1.13391E+00,nan,FALSE,FALSE,2.00000E+00,4.00000E+00
11:24:32.510,1.27359E-02,1.69038E-04,1.27370E-02,7.60419E-01,nan,FALSE,FALSE,2.00000E+00,1.40302E+01
11:24:32.998,1.47961E-02,3.34814E-03,1.51702E-02,1.27505E+01,nan,FALSE,FALSE,2.00000E+00,2.40603E+01
11:24:33.404,1.47961E-02,3.34814E-03,1.51702E-02,1.27505E+01,nan,FALSE,FALSE,2.00000E+00,3.40905E+01
11:24:33.766,2.43093E-02,3.62699E-04,2.43120E-02,8.54800E-01,nan,FALSE,FALSE,2.00000E+00,4.41206E+01
11:24:34.102,1.51813E-02,-3.35729E-03,1.55481E-02,-1.24700E+01,nan,FALSE,FALSE,2.00000E+00,5.41508E+01
11:24:34.434,1.36982E-02,2.09624E-03,1.38576E-02,8.70051E+00,nan,FALSE,FALSE,2.00000E+00,6.41809E+01
11:24:34.762,1.36982E-02,2.09624E-03,1.38576E-02,8.70051E+00,nan,FALSE,FALSE,2.00000E+00,7.42111E+01
11:24:35.093,1.47608E-02,3.04444E-03,1.50715E-02,1.16539E+01,nan,FALSE,FALSE,2.00000E+00,8.42412E+01
11:24:35.419,1.58371E-02,3.43127E-03,1.62046E-02,1.22247E+01,nan,FALSE,FALSE,2.00000E+00,9.42714E+01
11:24:35.747,1.89737E-02,1.44035E-03,1.90283E-02,4.34118E+00,nan,FALSE,FALSE,2.00000E+00,1.04302E+02
11:24:36.081,1.77074E-02,-2.78438E-04,1.77096E-02,-9.00867E-01,nan,FALSE,FALSE,2.00000E+00,1.14332E+02
11:24:36.413,1.77074E-02,-2.78438E-04,1.77096E-02,-9.00867E-01,nan,FALSE,FALSE,2.00000E+00,1.24362E+02
11:24:36.744,1.51792E-02,2.46182E-04,1.51812E-02,9.29166E-01,nan,FALSE,FALSE,2.00000E+00,1.34392E+02
11:24:37.073,1.51792E-02,2.46182E-04,1.51812E-02,9.29166E-01,nan,FALSE,FALSE,2.00000E+00,1.44422E+02
11:24:37.400,1.43649E-02,1.54563E-03,1.44478E-02,6.14128E+00,nan,FALSE,FALSE,2.00000E+00,1.54452E+02
11:24:37.730,1.44440E-02,2.57016E-03,1.46709E-02,1.00896E+01,nan,FALSE,FALSE,2.00000E+00,1.64482E+02
11:24:38.055,1.44440E-02,2.57016E-03,1.46709E-02,1.00896E+01,nan,FALSE,FALSE,2.00000E+00,1.74513E+02
11:24:38.378,1.48241E-02,2.57921E-03,1.50468E-02,9.86998E+00,nan,FALSE,FALSE,2.00000E+00,1.84543E+02
11:24:38.701,1.47253E-02,2.16855E-03,1.48841E-02,8.37753E+00,nan,FALSE,FALSE,2.00000E+00,1.94573E+02
11:24:39.023,1.39946E-02,2.27996E-03,1.41791E-02,9.25321E+00,nan,FALSE,FALSE,2.00000E+00,2.04603E+02
11:24:39.346,1.36048E-02,3.05533E-03,1.39436E-02,1.26574E+01,nan,FALSE,FALSE,2.00000E+00,2.14633E+02
11:24:39.670,1.38485E-02,3.64035E-03,1.43189E-02,1.47281E+01,nan,FALSE,FALSE,2.00000E+00,2.24663E+02
11:24:39.993,1.41704E-02,3.56551E-03,1.46121E-02,1.41234E+01,nan,FALSE,FALSE,2.00000E+00,2.34693E+02
11:24:40.317,1.38119E-02,3.25747E-03,1.41909E-02,1.32704E+01,nan,FALSE,FALSE,2.00000E+00,2.44724E+02
11:24:40.637,1.31855E-02,4.19749E-03,1.38375E-02,1.76585E+01,nan,FALSE,FALSE,2.00000E+00,2.54754E+02
11:24:40.957,1.28085E-02,4.11176E-03,1.34523E-02,1.77975E+01,nan,FALSE,FALSE,2.00000E+00,2.64784E+02
11:24:41.279,1.26262E-02,4.68609E-03,1.34677E-02,2.03619E+01,nan,FALSE,FALSE,2.00000E+00,2.74814E+02
11:24:41.601,1.25177E-02,5.23522E-03,1.35684E-02,2.26959E+01,nan,FALSE,FALSE,2.00000E+00,2.84844E+02
11:24:41.922,1.25014E-02,5.70818E-03,1.37429E-02,2.45417E+01,nan,FALSE,FALSE,2.00000E+00,2.94874E+02
11:24:42.241,1.25528E-02,6.62356E-03,1.41931E-02,2.78186E+01,nan,FALSE,FALSE,2.00000E+00,3.04905E+02
11:24:42.562,1.25528E-02,6.62356E-03,1.41931E-02,2.78186E+01,nan,FALSE,FALSE,2.00000E+00,3.14935E+02
11:24:42.885,1.25662E-02,6.95673E-03,1.43634E-02,2.89691E+01,nan,FALSE,FALSE,2.00000E+00,3.24965E+02
11:24:43.209,1.25346E-02,7.05674E-03,1.43845E-02,2.93787E+01,nan,FALSE,FALSE,2.00000E+00,3.34995E+02
11:24:43.530,1.25628E-02,7.58120E-03,1.46730E-02,3.11095E+01,nan,FALSE,FALSE,2.00000E+00,3.45025E+02
11:24:43.851,1.25789E-02,7.97676E-03,1.48948E-02,3.23804E+01,nan,FALSE,FALSE,2.00000E+00,3.55055E+02
11:24:44.173,1.26519E-02,8.38234E-03,1.51767E-02,3.35260E+01,nan,FALSE,FALSE,2.00000E+00,3.65085E+02
11:24:44.494,1.26852E-02,8.69097E-03,1.53769E-02,3.44161E+01,nan,FALSE,FALSE,2.00000E+00,3.75116E+02
11:24:44.812,1.27097E-02,8.96424E-03,1.55529E-02,3.51956E+01,nan,FALSE,FALSE,2.00000E+00,3.85146E+02
11:24:45.134,1.27056E-02,9.44963E-03,1.58344E-02,3.66396E+01,nan,FALSE,FALSE,2.00000E+00,3.95176E+02
11:24:45.453,1.27056E-02,9.44963E-03,1.58344E-02,3.66396E+01,nan,FALSE,FALSE,2.00000E+00,4.05206E+02
11:24:45.772,1.27112E-02,9.81900E-03,1.60620E-02,3.76849E+01,nan,FALSE,FALSE,2.00000E+00,4.15236E+02
11:24:46.094,1.26488E-02,1.01086E-02,1.61919E-02,3.86309E+01,nan,FALSE,FALSE,2.00000E+00,4.25266E+02
11:24:46.418,1.26939E-02,1.04864E-02,1.64651E-02,3.95602E+01,nan,FALSE,FALSE,2.00000E+00,4.35296E+02
11:24:46.741,1.27079E-02,1.09322E-02,1.67632E-02,4.07045E+01,nan,FALSE,FALSE,2.00000E+00,4.45327E+02
