#Device,LCX200
#Device Name,RS-LCX200-02169.local
#Format,LOG
#Date,2025-02-28
#Version,02.036 001FCD160E
#Serial No.,102169
#Logging Interval[s],0.0
#Mode,Unlimited
#Start Time,10:59:40
#Stop Time,11:02:14
#Actual Count,0000000200
Timestamp,R[Ohm],X[Ohm],Z[Ohm],Θd[°],Bias,Bias Enable,Ext. Voltage Enable,Voltage[V],Frequency[Hz]
10:59:43.925,8.97656E-03,-5.40989E-04,8.99284E-03,-3.44887E+00,nan,FALSE,FALSE,2.00000E+00,4.00000E+00
10:59:45.030,8.62825E-03,1.04674E-04,8.62889E-03,6.95052E-01,nan,FALSE,FALSE,2.00000E+00,1.40302E+01
10:59:45.913,8.63164E-03,5.58784E-04,8.64970E-03,3.70397E+00,nan,FALSE,FALSE,2.00000E+00,2.40603E+01
10:59:46.677,8.64421E-03,8.69534E-04,8.68783E-03,5.74415E+00,nan,FALSE,FALSE,2.00000E+00,3.40905E+01
10:59:47.525,8.62522E-03,1.18227E-03,8.70587E-03,7.80499E+00,nan,FALSE,FALSE,2.00000E+00,4.41206E+01
10:59:48.267,8.62390E-03,1.51738E-03,8.75638E-03,9.97910E+00,nan,FALSE,FALSE,2.00000E+00,5.41508E+01
10:59:49.008,8.62735E-03,1.79625E-03,8.81236E-03,1.17612E+01,nan,FALSE,FALSE,2.00000E+00,6.41809E+01
10:59:49.842,8.64291E-03,2.08756E-03,8.89145E-03,1.35788E+01,nan,FALSE,FALSE,2.00000E+00,7.42111E+01
10:59:50.572,8.64059E-03,2.48402E-03,8.99056E-03,1.60390E+01,nan,FALSE,FALSE,2.00000E+00,8.42412E+01
10:59:51.306,8.67163E-03,2.74643E-03,9.09616E-03,1.75737E+01,nan,FALSE,FALSE,2.00000E+00,9.42714E+01
10:59:52.143,8.67982E-03,3.03084E-03,9.19376E-03,1.92483E+01,nan,FALSE,FALSE,2.00000E+00,1.04302E+02
10:59:52.876,8.69978E-03,3.44881E-03,9.35844E-03,2.16246E+01,nan,FALSE,FALSE,2.00000E+00,1.14332E+02
10:59:53.602,8.71930E-03,3.85281E-03,9.53259E-03,2.38393E+01,nan,FALSE,FALSE,2.00000E+00,1.24362E+02
10:59:54.434,8.76056E-03,4.24078E-03,9.73301E-03,2.58305E+01,nan,FALSE,FALSE,2.00000E+00,1.34392E+02
10:59:55.262,8.75360E-03,4.70371E-03,9.93733E-03,2.82512E+01,nan,FALSE,FALSE,2.00000E+00,1.44422E+02
10:59:56.089,8.82626E-03,5.18842E-03,1.02383E-02,3.04487E+01,nan,FALSE,FALSE,2.00000E+00,1.54452E+02
10:59:56.826,8.86951E-03,5.85978E-03,1.06304E-02,3.34514E+01,nan,FALSE,FALSE,2.00000E+00,1.64482E+02
10:59:57.553,9.00185E-03,6.86600E-03,1.13215E-02,3.73339E+01,nan,FALSE,FALSE,2.00000E+00,1.74513E+02
10:59:58.378,9.39187E-03,8.58072E-03,1.27215E-02,4.24159E+01,nan,FALSE,FALSE,2.00000E+00,1.84543E+02
10:59:59.205,1.19305E-02,1.31348E-02,1.77443E-02,4.77507E+01,nan,FALSE,FALSE,2.00000E+00,1.94573E+02
10:59:59.932,2.30461E-02,2.39874E-03,2.31706E-02,5.94220E+00,nan,FALSE,FALSE,2.00000E+00,2.04603E+02
11:00:00.655,1.16038E-02,-1.91278E-03,1.17604E-02,-9.36047E+00,nan,FALSE,FALSE,2.00000E+00,2.14633E+02
11:00:01.481,9.67813E-03,1.19452E-03,9.75157E-03,7.03614E+00,nan,FALSE,FALSE,2.00000E+00,2.24663E+02
11:00:02.303,9.30328E-03,2.73414E-03,9.69673E-03,1.63775E+01,nan,FALSE,FALSE,2.00000E+00,2.34693E+02
11:00:03.132,9.18506E-03,3.61883E-03,9.87225E-03,2.15040E+01,nan,FALSE,FALSE,2.00000E+00,2.44724E+02
11:00:03.859,9.21562E-03,4.25282E-03,1.01496E-02,2.47724E+01,nan,FALSE,FALSE,2.00000E+00,2.54754E+02
11:00:04.578,9.26204E-03,4.71751E-03,1.03942E-02,2.69915E+01,nan,FALSE,FALSE,2.00000E+00,2.64784E+02
11:00:05.304,9.27170E-03,5.01553E-03,1.05413E-02,2.84112E+01,nan,FALSE,FALSE,2.00000E+00,2.74814E+02
11:00:06.023,9.20320E-03,5.28895E-03,1.06147E-02,2.98854E+01,nan,FALSE,FALSE,2.00000E+00,2.84844E+02
11:00:06.849,9.10001E-03,5.60719E-03,1.06888E-02,3.16403E+01,nan,FALSE,FALSE,2.00000E+00,2.94874E+02
11:00:07.581,8.99264E-03,5.94831E-03,1.07819E-02,3.34832E+01,nan,FALSE,FALSE,2.00000E+00,3.04905E+02
11:00:08.306,8.97029E-03,6.28521E-03,1.09531E-02,3.50178E+01,nan,FALSE,FALSE,2.00000E+00,3.14935E+02
11:00:09.027,8.92349E-03,6.60424E-03,1.11016E-02,3.65050E+01,nan,FALSE,FALSE,2.00000E+00,3.24965E+02
11:00:09.853,8.94624E-03,6.92937E-03,1.13160E-02,3.77598E+01,nan,FALSE,FALSE,2.00000E+00,3.34995E+02
11:00:10.681,8.95618E-03,7.23926E-03,1.15161E-02,3.89485E+01,nan,FALSE,FALSE,2.00000E+00,3.45025E+02
11:00:11.400,8.95246E-03,7.54502E-03,1.17079E-02,4.01238E+01,nan,FALSE,FALSE,2.00000E+00,3.55055E+02
11:00:12.122,8.98154E-03,7.78896E-03,1.18885E-02,4.09325E+01,nan,FALSE,FALSE,2.00000E+00,3.65085E+02
11:00:12.844,8.99172E-03,8.08037E-03,1.20890E-02,4.19443E+01,nan,FALSE,FALSE,2.00000E+00,3.75116E+02
11:00:13.666,8.98515E-03,8.33771E-03,1.22577E-02,4.28595E+01,nan,FALSE,FALSE,2.00000E+00,3.85146E+02
11:00:14.488,9.01562E-03,8.60821E-03,1.24653E-02,4.36758E+01,nan,FALSE,FALSE,2.00000E+00,3.95176E+02
11:00:15.307,9.01121E-03,8.85645E-03,1.26348E-02,4.45038E+01,nan,FALSE,FALSE,2.00000E+00,4.05206E+02
11:00:16.035,9.00071E-03,9.12910E-03,1.28200E-02,4.54058E+01,nan,FALSE,FALSE,2.00000E+00,4.15236E+02
11:00:16.760,9.04401E-03,9.36775E-03,1.30211E-02,4.60074E+01,nan,FALSE,FALSE,2.00000E+00,4.25266E+02
11:00:17.481,9.06065E-03,9.61507E-03,1.32115E-02,4.67004E+01,nan,FALSE,FALSE,2.00000E+00,4.35296E+02
11:00:18.304,9.06787E-03,9.85804E-03,1.33943E-02,4.73907E+01,nan,FALSE,FALSE,2.00000E+00,4.45327E+02
11:00:19.129,9.05747E-03,1.01132E-02,1.35763E-02,4.81522E+01,nan,FALSE,FALSE,2.00000E+00,4.55357E+02
11:00:19.851,9.06125E-03,1.03452E-02,1.37524E-02,4.87852E+01,nan,FALSE,FALSE,2.00000E+00,4.65387E+02
11:00:20.574,9.06308E-03,1.05887E-02,1.39377E-02,4.94390E+01,nan,FALSE,FALSE,2.00000E+00,4.75417E+02
11:00:21.300,9.07968E-03,1.08365E-02,1.41376E-02,5.00411E+01,nan,FALSE,FALSE,2.00000E+00,4.85447E+02
11:00:22.019,9.12409E-03,1.10950E-02,1.43648E-02,5.05675E+01,nan,FALSE,FALSE,2.00000E+00,4.95477E+02
11:00:22.843,9.16377E-03,1.13119E-02,1.45579E-02,5.09890E+01,nan,FALSE,FALSE,2.00000E+00,5.05508E+02
11:00:23.664,9.14638E-03,1.15264E-02,1.47144E-02,5.15674E+01,nan,FALSE,FALSE,2.00000E+00,5.15538E+02
11:00:24.485,9.14712E-03,1.17691E-02,1.49058E-02,5.21452E+01,nan,FALSE,FALSE,2.00000E+00,5.25568E+02
11:00:25.203,9.16155E-03,1.20107E-02,1.51060E-02,5.26642E+01,nan,FALSE,FALSE,2.00000E+00,5.35598E+02
11:00:25.927,9.15682E-03,1.22355E-02,1.52825E-02,5.31894E+01,nan,FALSE,FALSE,2.00000E+00,5.45628E+02
11:00:26.652,9.17606E-03,1.24823E-02,1.54922E-02,5.36794E+01,nan,FALSE,FALSE,2.00000E+00,5.55658E+02
11:00:27.470,9.18215E-03,1.27244E-02,1.56915E-02,5.41852E+01,nan,FALSE,FALSE,2.00000E+00,5.65688E+02
11:00:28.289,9.19568E-03,1.29407E-02,1.58752E-02,5.46023E+01,nan,FALSE,FALSE,2.00000E+00,5.75719E+02
11:00:29.015,9.20920E-03,1.31713E-02,1.60715E-02,5.50394E+01,nan,FALSE,FALSE,2.00000E+00,5.85749E+02
11:00:29.735,9.20995E-03,1.34259E-02,1.62812E-02,5.55505E+01,nan,FALSE,FALSE,2.00000E+00,5.95779E+02
11:00:30.454,9.23734E-03,1.36388E-02,1.64725E-02,5.58908E+01,nan,FALSE,FALSE,2.00000E+00,6.05809E+02
11:00:31.272,9.24003E-03,1.38896E-02,1.66823E-02,5.63663E+01,nan,FALSE,FALSE,2.00000E+00,6.15839E+02
11:00:31.994,9.25537E-03,1.41331E-02,1.68940E-02,5.67803E+01,nan,FALSE,FALSE,2.00000E+00,6.25869E+02
11:00:32.816,9.27590E-03,1.43618E-02,1.70969E-02,5.71426E+01,nan,FALSE,FALSE,2.00000E+00,6.35899E+02
11:00:33.636,9.27349E-03,1.45722E-02,1.72727E-02,5.75281E+01,nan,FALSE,FALSE,2.00000E+00,6.45930E+02
11:00:34.358,9.28908E-03,1.48296E-02,1.74987E-02,5.79374E+01,nan,FALSE,FALSE,2.00000E+00,6.55960E+02
11:00:35.077,9.30518E-03,1.50537E-02,1.76974E-02,5.82784E+01,nan,FALSE,FALSE,2.00000E+00,6.65990E+02
11:00:35.796,9.30104E-03,1.52830E-02,1.78907E-02,5.86758E+01,nan,FALSE,FALSE,2.00000E+00,6.76020E+02
11:00:36.516,9.33203E-03,1.55170E-02,1.81070E-02,5.89770E+01,nan,FALSE,FALSE,2.00000E+00,6.86050E+02
11:00:37.336,9.32197E-03,1.57675E-02,1.83170E-02,5.94078E+01,nan,FALSE,FALSE,2.00000E+00,6.96080E+02
11:00:38.155,9.35660E-03,1.60095E-02,1.85432E-02,5.96962E+01,nan,FALSE,FALSE,2.00000E+00,7.06111E+02
11:00:38.974,9.38153E-03,1.62407E-02,1.87556E-02,5.99869E+01,nan,FALSE,FALSE,2.00000E+00,7.16141E+02
11:00:39.699,9.38266E-03,1.64406E-02,1.89296E-02,6.02866E+01,nan,FALSE,FALSE,2.00000E+00,7.26171E+02
11:00:40.422,9.40489E-03,1.67068E-02,1.91721E-02,6.06232E+01,nan,FALSE,FALSE,2.00000E+00,7.36201E+02
11:00:41.145,9.42259E-03,1.69242E-02,1.93704E-02,6.08930E+01,nan,FALSE,FALSE,2.00000E+00,7.46231E+02
11:00:41.966,9.44823E-03,1.71721E-02,1.95998E-02,6.11801E+01,nan,FALSE,FALSE,2.00000E+00,7.56261E+02
11:00:42.788,9.49888E-03,1.73994E-02,1.98234E-02,6.13685E+01,nan,FALSE,FALSE,2.00000E+00,7.66291E+02
11:00:43.509,9.54284E-03,1.76078E-02,2.00274E-02,6.15437E+01,nan,FALSE,FALSE,2.00000E+00,7.76322E+02
11:00:44.228,9.60451E-03,1.78098E-02,2.02345E-02,6.16628E+01,nan,FALSE,FALSE,2.00000E+00,7.86352E+02
11:00:44.952,9.59978E-03,1.79441E-02,2.03506E-02,6.18540E+01,nan,FALSE,FALSE,2.00000E+00,7.96382E+02
11:00:45.674,9.55700E-03,1.81352E-02,2.04993E-02,6.22114E+01,nan,FALSE,FALSE,2.00000E+00,8.06412E+02
11:00:46.395,9.54848E-03,1.83294E-02,2.06674E-02,6.24833E+01,nan,FALSE,FALSE,2.00000E+00,8.16442E+02
11:00:47.214,9.52851E-03,1.85709E-02,2.08727E-02,6.28382E+01,nan,FALSE,FALSE,2.00000E+00,8.26472E+02
11:00:47.946,9.53070E-03,1.88359E-02,2.11099E-02,6.31613E+01,nan,FALSE,FALSE,2.00000E+00,8.36503E+02
11:00:48.667,9.51650E-03,1.90427E-02,2.12882E-02,6.34466E+01,nan,FALSE,FALSE,2.00000E+00,8.46533E+02
11:00:49.386,9.53512E-03,1.93079E-02,2.15340E-02,6.37177E+01,nan,FALSE,FALSE,2.00000E+00,8.56563E+02
11:00:50.104,9.53135E-03,1.95021E-02,2.17067E-02,6.39537E+01,nan,FALSE,FALSE,2.00000E+00,8.66593E+02
11:00:50.825,9.54187E-03,1.97148E-02,2.19026E-02,6.41733E+01,nan,FALSE,FALSE,2.00000E+00,8.76623E+02
11:00:51.645,9.54730E-03,1.99630E-02,2.21286E-02,6.44406E+01,nan,FALSE,FALSE,2.00000E+00,8.86653E+02
11:00:52.467,9.56044E-03,2.01976E-02,2.23460E-02,6.46696E+01,nan,FALSE,FALSE,2.00000E+00,8.96683E+02
11:00:53.191,9.55634E-03,2.04202E-02,2.25457E-02,6.49212E+01,nan,FALSE,FALSE,2.00000E+00,9.06714E+02
11:00:53.911,9.58957E-03,2.06473E-02,2.27656E-02,6.50877E+01,nan,FALSE,FALSE,2.00000E+00,9.16744E+02
11:00:54.632,9.58105E-03,2.08668E-02,2.29613E-02,6.53377E+01,nan,FALSE,FALSE,2.00000E+00,9.26774E+02
11:00:55.453,9.58315E-03,2.11086E-02,2.31821E-02,6.55823E+01,nan,FALSE,FALSE,2.00000E+00,9.36804E+02
11:00:56.273,9.60706E-03,2.13464E-02,2.34086E-02,6.57696E+01,nan,FALSE,FALSE,2.00000E+00,9.46834E+02
11:00:57.095,9.61667E-03,2.15543E-02,2.36023E-02,6.59555E+01,nan,FALSE,FALSE,2.00000E+00,9.56864E+02
11:00:57.816,9.61191E-03,2.17377E-02,2.37680E-02,6.61461E+01,nan,FALSE,FALSE,2.00000E+00,9.66894E+02
11:00:58.538,9.62354E-03,2.20294E-02,2.40397E-02,6.64019E+01,nan,FALSE,FALSE,2.00000E+00,9.76925E+02
11:00:59.257,9.62642E-03,2.22546E-02,2.42474E-02,6.66087E+01,nan,FALSE,FALSE,2.00000E+00,9.86955E+02
11:01:00.078,9.64307E-03,2.24536E-02,2.44367E-02,6.67581E+01,nan,FALSE,FALSE,2.00000E+00,9.96985E+02
11:01:00.918,9.58042E-03,2.34189E-02,2.53028E-02,6.77511E+01,nan,FALSE,FALSE,2.00000E+00,1.00702E+03
11:01:01.639,9.61398E-03,2.35712E-02,2.54565E-02,6.78110E+01,nan,FALSE,FALSE,2.00000E+00,1.01705E+03
11:01:02.362,9.77266E-03,2.36863E-02,2.56231E-02,6.75796E+01,nan,FALSE,FALSE,2.00000E+00,1.02708E+03
11:01:03.181,9.73045E-03,2.37796E-02,2.56934E-02,6.77460E+01,nan,FALSE,FALSE,2.00000E+00,1.03711E+03
11:01:03.904,9.67815E-03,2.38735E-02,2.57606E-02,6.79327E+01,nan,FALSE,FALSE,2.00000E+00,1.04714E+03
11:01:04.723,9.65169E-03,2.39772E-02,2.58468E-02,6.80734E+01,nan,FALSE,FALSE,2.00000E+00,1.05717E+03
11:01:05.541,9.71794E-03,2.41069E-02,2.59919E-02,6.80447E+01,nan,FALSE,FALSE,2.00000E+00,1.06720E+03
11:01:06.361,9.78308E-03,2.43110E-02,2.62056E-02,6.80794E+01,nan,FALSE,FALSE,2.00000E+00,1.07723E+03
